communityName,state,countyCode,communityCode,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,latitude,longitude
Madisontownship,OH,49,46410,18749,2.9,2.27,96.66,0.62,0.64,15.51,27.09,13.29,8.64,13176,69.9,35575,86.71,1.95,39.77,20.2,2.79,18.25,38189,13384,13296,15266,17951,10909,23849,14375,762,4.1,4.85,22.08,11.41,4.98,67.86,16.62,16.94,18.04,19.14,8.37,24.86,11.87,10.18,3.23,81.33,76.31,87.5,82.86,65.89,72.96,216,1.54,336,6.85,18.75,18.75,22.92,0.12,0.34,0.34,0.41,96.79,0.17,5.27,4.25,2.87,2.93,2.66,79.02,1.87,22.75,3,198,97.03,77.36,1.52,27.27,1966,2.34,0.33,54000,65800,84000,30000,292,347,423,131,434,23.2,18.8,11.8,0,0,1.78,77.32,59.5,89.06,95.94,,,,,,,,,,,,,,,,,,46.7,401.2,1,,,,,0,,0,0,5,23.62,2,9.45,44,207.85,88,415.7,322,1521.09,21,99.2,9,42.51,240.92,2078.51,41.49550307427241,-87.34358781618161
Eatontownborough,NJ,25,19840,13800,2.54,12.49,78.85,6.59,4.64,12.83,29.41,14.12,9.56,13800,100,36864,83.23,0.15,49.32,22.02,2.13,16.48,42844,17679,18609,13072,22807,17274,9779,10591,672,5.14,5.91,14.77,26.1,4.16,70.74,12.04,22.04,8.47,33.61,8.25,33.04,12.57,10.45,3.05,81.05,81.36,94.51,76.37,54.36,66.99,270,3.29,1448,13.26,24.31,39.64,45.37,1.39,2.55,4.16,4.76,84.49,2.19,3.57,2.28,2.39,2.67,2.16,50.37,2.74,66.14,2,651,89.32,45.11,0.77,26.27,1966,0.51,0.26,136900,166700,210100,73200,476,558,631,155,613,25.1,24.1,14.7,51,1,10.49,46.01,42.34,68.54,74.09,,,,,,,,,,,,,,,,,,6.1,2251.7,2.34,,,,,0,,0,0,0,0,13,99.36,16,122.29,74,565.58,593,4532.25,41,313.36,0,0,221.64,5411.19,40.218241,-74.949172
UnionCitycity,NJ,17,74630,58012,2.81,5.11,74.68,2.09,75.62,13.67,29.54,14.16,9.09,58012,100,25655,78.71,0.44,24.77,20.77,13.18,9.8,27288,11089,11488,10870,15755,13355,9197,9996,10513,18.18,28.42,49.46,10.71,10.87,60.52,29.24,13.43,32.79,14.66,11.58,37.55,17.32,14.53,3.29,59.81,56.12,66.57,61.43,53.42,60.06,3156,8.03,31959,14.61,24.34,33.53,47.62,8.05,13.41,18.47,26.24,17.73,30.91,8.4,6.05,2.8,2.84,2.79,22.08,16.96,78.25,2,1980,91.24,21.76,2.37,36.21,1940,11.73,1.74,108200,150400,189700,81500,339,451,579,240,505,27.5,28.5,13,189,25,55.09,25.9,54.33,79.63,81.87,161,284.45,142,250.88,62373,110199.6,387.4,284.5,98.28,76.4,1.86,21.74,0,22.36,8,6,45,1.3,44229.9,27.8,50,12945918,88.2,0,4.97,228726.5,1,1.77,23,40.64,287,507.07,182,321.55,900,1590.11,1171,2068.9,538,950.53,7,12.37,871.02,4621.91,36.529113460000005,-97.44435592285714
Goshentownship,OH,25,31010,12697,2.99,0.44,99.17,0.17,0.22,14.78,28.07,12.93,6.4,5987,47.15,31617,87.45,1.48,30.2,21.19,4.92,13.23,32658,11216,11224,14904,2166,0,15000,15000,1060,8.41,12.41,37.21,6.79,5.71,65.42,30.99,14.35,27.07,13.91,8.77,22.51,11.21,10.01,3.26,82.92,78.62,85.89,84.85,62.42,68.66,131,1.33,27,0,33.33,33.33,33.33,0,0.07,0.07,0.07,98.57,0.08,4.87,4.19,2.99,2.98,3,88.92,2.73,30.41,3,130,97.03,88.97,2.31,43.08,1973,3.41,0.57,49900,62000,76600,26700,238,293,377,139,408,24.1,19.4,11.6,0,0,0.21,74.45,59.15,79.11,94.06,,,,,,,,,,,,,,,,,,35.7,355.3,0.78,,,,,0,,0,0,1,7.67,1,7.67,7,53.66,65,498.31,139,1065.62,16,122.66,1,7.67,69,1694.27,31.933261,-83.779361
Chestercity,PA,45,13208,41856,2.88,65.17,32,0.39,3.77,16.52,29.11,15.68,12.58,41856,100,20864,68.64,0.4,20.29,33.59,19.65,16.98,24893,9115,11791,7974,6542,9257,4175,3870,10092,25.16,13.42,37.84,7.68,12.4,50.54,17.85,33.55,18,16.68,13.22,46.27,15.42,14.44,3.38,40.76,34.16,52.22,44.5,65.09,69.12,6192,17.78,852,7.16,12.21,22.89,27,0.15,0.25,0.47,0.55,91.8,0.94,10.09,6.89,2.74,2.84,2.63,55.04,5.91,39.95,3,1975,88.04,53.11,35.34,59.85,1944,8.36,0.72,28200,38400,52000,23800,167,291,392,225,392,29.3,20.4,17,113,1,2.04,75.9,60.94,89.22,92.81,,,,,,,,,,,,,,,,,,5,8345.8,12.81,,,,,0,,28,70.83,53,134.07,538,1360.92,1309,3311.24,958,2423.35,1494,3779.22,953,2410.71,62,156.83,4877.06,8770.11,43.07385155582685,-76.1476506752418
Readingcity,PA,11,63624,78380,2.5,9.71,78.64,1.42,18.48,13.96,28.24,14.44,15,78380,100,22112,70.92,0.23,35.07,33.29,11.99,17.34,27277,11041,12217,8460,17292,6953,4718,5151,14857,19.41,16.1,41.57,8.52,8.63,56.74,29.52,19.46,26.73,15.93,12.3,35.98,15.56,14.07,3.1,55.5,49.62,60.51,59.62,59.54,64.73,5395,8.86,3362,17.85,28.82,40.04,46.82,0.77,1.24,1.72,2.01,79.15,5.07,6.74,4.2,2.44,2.55,2.3,58.42,4.07,44.82,3,2873,91.62,55.92,9.05,42.15,1939,6.52,0.75,27500,37700,52900,25400,217,292,374,157,352,26.7,17.4,13.5,172,0,4.29,76.71,55.06,86.36,90.72,158,201.59,136,173.52,59771,76262.8,378.3,201.6,82.44,96.2,1.9,1.27,0.63,3.8,10,9,228.2,10.1,7732.5,7.29,53,8284513,86.08,10,6.33,105703.5,6,7.66,42,53.59,555,708.13,334,426.16,1521,1940.67,3362,4289.63,585,746.41,52,66.35,1195.53,7043.06,37.73933098888889,-90.62278567999999
WestFargocity,ND,17,84780,12287,2.77,0.1,98.54,0.21,0.72,15.72,28.99,13.12,5.31,12287,100,29661,88.74,1.74,37.71,16.86,3.85,7.64,33274,11389,11444,700,8964,888,10044,12176,911,7.44,7.3,14.45,14.91,4.1,78.26,11.37,20.77,14.69,18.74,7.9,28.37,12.01,9.98,3.28,79.91,81.08,93.35,81.56,81.02,86.43,113,1.29,100,0,0,0,7,0,0,0,0.06,96.38,0.36,3.47,2.62,2.77,3.15,2.11,72.53,2.14,41.43,3,144,96.85,63.93,1.39,24.31,1973,1.94,0.15,51500,64000,76100,24600,229,298,347,118,338,23.4,21.3,12.7,0,0,0.81,65.68,51.87,80.82,89.87,,,,,,,,,,,,,,,,,,7.3,1674.9,0.05,,,,,0,,0,0,4,28.91,0,0,2,14.46,72,520.42,344,2486.45,29,209.61,6,43.37,43.37,3259.85,37.17216869871795,-113.50956170021367
Nortoncity,OH,153,57260,11475,2.8,1.04,98.41,0.38,0.45,13.65,23.21,11.2,12.88,11475,100,34198,75.95,0.34,48.68,30.6,4.19,20.1,37299,13836,13746,19793,22310,20233,0,0,617,5.4,6.47,22.93,14.11,5.33,60.94,25.2,19.33,15.91,24.93,6.89,22.94,7.93,7.42,3.13,85.26,81.48,89.18,88.88,59.93,65.29,46,0.52,183,14.21,14.21,14.21,14.21,0.23,0.23,0.23,0.23,95.53,0.9,4.25,3.51,2.8,2.82,2.58,90.67,1.42,22.63,3,113,97.32,89.9,6.19,58.41,1957,1.12,0.33,52800,68000,85800,33000,242,325,388,146,441,23.4,16.6,12.9,0,0,1.59,78.51,63.38,88.95,95.13,,,,,,,,,,,,,,,,,,20.8,552.6,0.27,,,,,0,,0,0,0,0,5,42.25,15,126.74,68,574.57,241,2036.33,10,84.5,4,33.8,168.99,2729.19,45.859471,-96.728956
Middletownship,NJ,9,45810,14771,2.76,13.09,84.93,1.09,1.5,11.56,22.94,10.34,15.89,0,0,30524,75.38,1.04,40.87,33.83,5.91,19.68,34292,13547,14339,8240,18105,17324,5722,5110,1120,7.99,11.19,30.12,11.83,7.94,56.19,6,27.17,13.8,18.46,9.47,25.18,10.83,10.19,3.11,76.66,71.83,84.24,76.11,66.45,74.25,545,4.4,439,9.11,32.8,38.04,43.96,0.27,0.97,1.13,1.31,94.25,0.48,5.57,4.04,2.63,2.62,2.65,81.88,2.73,46.93,3,1624,76.7,82.01,3.2,58.99,1968,3.06,0.69,70100,93800,133300,63200,370,470,560,190,546,25.3,24,13.5,27,0,2.97,55.54,56.46,83.91,90.08,,,,,,,,,,,,,,,,,,73.8,200,1.23,,,,,0,,0,0,10,66.14,3,19.84,22,145.5,162,1071.43,428,2830.69,15,99.21,4,26.46,231.48,4027.78,40.77154867180851,-83.82161734468085
Fredericksburgcity,VA,630,29744,19027,2.55,21.63,76.04,1.08,2.43,20.99,38.98,25.15,12.07,19027,100,26614,78.27,0.48,37.01,28.61,5.7,14.93,33353,13825,15390,9103,10031,6877,6980,9942,2049,12.29,11.51,26.25,26.07,3.32,61.46,7.18,26.58,12.17,28.31,12.35,40.56,13.4,12.93,2.91,62.35,58.27,74.79,65.39,65.1,74.18,790,6.71,550,28.36,33.82,42.73,55.27,0.82,0.98,1.24,1.6,95.38,1.04,4.3,2.47,2.24,2.41,2.13,40.13,2.71,62.83,2,613,92.4,37.3,3.43,22.02,1964,8.78,0.42,78000,104900,157500,79500,363,461,523,160,530,27.2,20.6,12.4,13,60,2.89,58.25,40.95,53.34,82.58,,,,,,,,,,,,,,,,,,10.9,1746.9,2.15,,,,,0,,1,4.47,9,40.21,27,120.63,63,281.46,102,455.7,631,2819.1,32,142.97,12,53.61,446.77,3471.38,34.8633254,-80.84671965454545
Raritantownship,NJ,19,61920,15616,2.83,0.79,96.23,2.5,1.9,10.82,23.03,9.46,7.24,0,0,61524,89.13,1.34,61.48,14.7,1.45,10.99,66461,24637,24568,36042,480000,18511,15913,13756,356,2.31,3.8,10.04,42.03,2.46,74.58,19.18,23.2,7.33,39.63,6.05,23.73,8.14,7.12,3.15,91.65,90.57,98.02,90.92,52.99,64.99,69,0.73,938,18.02,23.45,28.89,30.81,1.08,1.41,1.74,1.85,92.59,0.34,3.73,2.99,2.79,2.86,2.39,87.81,0.6,35.41,3,351,94.03,85.76,0.57,60.97,1982,0.33,0.39,152800,211600,278600,125800,529,742,904,375,857,24.4,28.1,15.8,19,0,6.01,54.63,42.4,56.97,82.95,,,,,,,,,,,,,,,,,,39.2,398.2,1.55,,,,,0,,0,0,1,6.26,1,6.26,7,43.79,49,306.56,296,1851.85,13,81.33,0,0,56.31,2239.74,39.48777577682927,-88.18525700772358
RidgefieldParkvillage,NJ,3,62940,12454,2.51,2.03,91.38,4.24,9.56,10.49,27.03,12.12,12.44,12454,100,42464,82.03,0.66,51.45,26.99,4.92,13.84,50134,19507,19778,12014,0,16232,19228,23310,634,5.1,8.4,21.54,21.32,4.59,68.04,16.31,19.22,11.11,30.53,6.61,33.83,9.38,8.07,3.14,80.93,78.46,93.38,89.6,59.44,66.99,186,2.15,1784,11.77,17.43,24.5,29.32,1.69,2.5,3.51,4.2,81.65,2.61,5.87,3.93,2.51,2.9,2.05,62.65,2.92,54.47,2,159,96.9,54.22,1.89,52.2,1939,0.81,0.18,150100,172800,197100,47000,508,641,749,241,694,27.1,24.3,13.6,0,0,14.32,56.21,65.9,85.88,91.03,,,,,,,,,,,,,,,,,,1.8,6943.6,12.87,,,,,0,,0,0,0,0,2,15.9,7,55.64,21,166.93,127,1009.54,32,254.37,1,7.95,71.54,1438.79,37.73214573095238,-89.46500504047619
Newburghcity,NY,71,50034,26454,2.94,34.81,51.25,0.51,23.22,16.57,30.82,16.04,9.71,26454,100,22224,71.12,0.18,24.14,26.71,13.06,14.34,25894,9989,12114,8255,3847,10149,6415,6455,6717,26.23,18.45,42.12,11.45,11.79,55.62,23.51,26.83,22.82,18.63,11.84,41.49,15.3,13.73,3.45,48.4,43.56,45.82,56.8,53.1,62.73,3482,17.03,3201,28.46,39.83,52.64,61.54,3.44,4.82,6.37,7.45,74.85,5.54,12.2,8.21,2.83,2.81,2.84,35.2,9.49,57.77,2,987,90.13,35.44,14.89,49.95,1939,18.93,0.85,81200,103100,125900,44700,347,452,541,194,533,33.2,25.8,17.1,160,9,12.1,65.2,49.06,83.03,90.6,,,,,,,,,,,,,,,,,,4,6681,3.99,,,,,0,,5,19.49,26,101.33,142,553.43,226,880.82,528,2057.84,735,2864.6,53,206.56,22,85.74,1555.07,5214.75,42.47581753913044,-93.62803311521739
Butlertownship,PA,19,10472,17625,2.58,0.41,99.05,0.36,0.34,11.95,21.26,10.76,17.48,0,0,31503,70.25,0.32,56.52,35.89,5.42,26.6,37683,14716,14603,15156,20509,37688,1016,6290,1302,7.56,8.35,20.07,18.13,5.17,53.22,26.63,26.05,15.44,28.93,7.02,24.59,8.17,7.62,3,82.89,81.96,89.46,84.6,56.83,62.39,109,0.73,313,0,0,5.75,13.74,0,0,0.1,0.24,95.23,0.37,2.46,1.85,2.53,2.67,1.97,84.34,0.56,32.85,3,231,96.72,79.88,4.76,56.71,1958,1.22,0.17,46400,63000,81500,35100,225,308,379,154,377,23.9,15.6,11.6,0,0,1.78,89,70.14,91.39,95.95,,,,,,,,,,,,,,,,,,22.4,788.6,0.26,,,,,0,,0,0,3,11.35,1,3.78,10,37.82,35,132.38,428,1618.82,34,128.6,0,0,52.95,1879.8,40.82977818689389,-73.86877185418949
Lindencity,NJ,39,40350,36701,2.55,20.01,76.76,1.5,7.36,11.36,23.9,11.29,17.89,36701,100,35911,74.02,0.3,47.87,35.94,6.09,20.49,42634,16308,17418,13048,11204,14454,8838,13246,2049,5.63,13.14,31.78,12.16,6.69,59.11,23.78,17.99,18.8,19.77,8.28,31.38,10.24,9.33,3.09,73.35,69.1,86.42,72.98,56.98,68.58,1058,3.99,5861,9.49,18.53,24.83,31.53,1.51,2.96,3.96,5.04,74.38,4.38,4.9,3.39,2.53,2.68,2.31,64.64,3.18,48.67,3,548,96.33,61.22,1.09,40.15,1953,2.09,0.1,126500,151800,175800,49300,411,528,637,226,594,25.1,23.5,15.4,0,0,15.97,62.65,68.53,88.45,94.29,124,337.39,116,315.62,30000,81626,241.9,337.4,78.37,98.39,1.61,0,0,1.61,12,9,124.2,11.2,3278.7,5.81,41,4967234,93.55,0,9.68,135151.8,1,2.72,8,21.77,90,244.88,96,261.2,359,976.79,982,2671.89,361,982.23,16,43.53,530.57,4674.45,38.2975075,-83.87067425
Kalamazoocity,MI,77,42160,80277,2.73,18.75,77.28,1.87,2.68,22.64,39.91,26.62,9.28,80277,100,23207,75.55,0.62,40.35,23.76,13.37,13.75,29869,11956,13501,6459,6103,9944,5908,6303,18621,26.23,6.86,20.41,29.79,9.17,56.5,17.61,33.84,13.01,28.8,10.26,49.1,13.6,12.06,3.03,57.08,53.51,63.47,55.54,58.67,66.93,4713,9.05,3793,27.87,38.52,45.29,52.41,1.32,1.82,2.14,2.48,92.82,0.84,5.65,3.42,2.41,2.58,2.25,50.72,3.25,55.9,2,2079,93.4,47.36,5.77,34.15,1953,6.94,0.25,32400,48600,72800,40400,273,357,447,174,403,30.1,17.8,14.4,192,0,4.72,68.59,37.68,67.15,89.14,240,292.33,204,248.48,100000,121804.2,416.7,292.3,94.78,82.08,15.42,2.08,0,17.5,20,10,93.8,25.5,3153.6,2.49,107,19779856,85,0,8.33,240926.91,8,9.74,,,248,302.07,3332,4058.51,1308,1593.2,4082,4972.05,439,534.72,85,103.53,,7203.5,37.0744982358209,-86.05796548656717
Westfieldtown,NJ,39,79040,28870,2.81,4.58,91.47,3.53,2.04,12.02,21.73,10.15,11.98,28870,100,66760,82.78,1.32,68.6,24.11,1.75,15.18,77022,30748,31807,17543,41100,22637,11089,19636,513,1.79,3.91,8.81,53.58,2.99,67.62,15.21,31.41,4.74,49.04,4.26,26.78,6.93,5.66,3.15,89.45,88.09,98.62,88.16,51.9,65.51,106,0.53,2667,16.99,24.52,34.16,36.52,1.57,2.27,3.16,3.37,88.45,1.29,3.59,2.87,2.78,2.93,2.16,85.49,0.64,20.17,3,299,97.18,81.28,0.67,42.14,1946,0.2,0.12,201800,257300,349300,147500,525,753,940,415,814,24.3,22.2,13.8,0,0,9.24,51.49,66.74,81.13,87.95,,,,,,,,,,,,,,,,,,7,4138.5,11.58,,,,,0,,0,0,2,6.78,9,30.52,15,50.86,97,328.9,445,1508.88,97,328.9,1,3.39,88.16,2170.08,36.3914856,-100.8101039
Greenfieldtown,MA,11,27025,18666,2.43,0.85,97.55,0.9,1.18,12.33,24.46,11.68,15.81,0,0,26680,72.83,0.47,43.78,33.12,12.51,17.95,35356,13693,13826,6434,15705,7805,4102,24412,2145,11.93,6.12,19.67,17.88,5.91,59.45,14.93,31.68,12.84,26.34,11.49,31.93,15.13,13.48,2.97,64.83,64.84,73.4,63.99,60.41,69.46,432,2.99,415,13.49,27.71,31.08,31.08,0.3,0.62,0.69,0.69,94.63,0.48,3.01,1.86,2.33,2.6,2,61.26,1.07,49.2,3,386,95.22,54.91,0.52,30.57,1942,4.32,0.36,87900,110300,136700,48800,279,386,470,191,455,27.8,22.6,13.3,21,1,2.22,71.11,52.7,83.39,90.6,,,,,,,,,,,,,,,,,,22.5,829.1,0.74,,,,,0,,0,0,17,89.76,15,79.2,286,1510.03,205,1082.37,517,2729.67,55,290.39,0,0,1678.99,4102.43,36.37997054349776,-79.97863416973094
Milfordtown,CT,9,47535,49938,2.65,1.52,96.79,1.03,2.31,11.88,24.75,11.72,12.78,49938,100,44142,82.47,0.45,54.56,28.5,3.14,19.69,50204,19099,19193,17452,17098,16650,11802,13952,1836,3.72,6.22,18.1,23.39,5.5,66.37,23.79,21.48,11.5,29.36,7.8,30.76,10.88,9.4,3.13,81.89,78.92,88.33,81.43,60.23,71.53,583,1.65,2604,8.64,12.52,15.86,19.12,0.45,0.65,0.83,1,92.42,0.64,4.03,2.89,2.62,2.75,2.21,79.93,1,37.39,3,1298,93.56,76.17,2.39,44.07,1955,0.66,0.23,150200,172400,210100,59900,507,656,818,311,748,26.1,23.3,14.2,50,0,5.21,66.29,66.71,83.52,92.45,106,215.92,94,191.48,34149,69561.2,322.2,215.9,94.64,93.75,0,0.89,0,0.89,6,6,129.5,23.4,2135.7,2.79,41,8771051,88.68,0,5.66,178665.59,0,0,7,14.26,44,89.63,16,32.59,358,729.24,1884,3837.69,432,879.98,5,10.18,136.48,5457.1,38.86623589375,-87.3085019375
Sanfordtown,ME,31,65760,20463,2.67,0.18,97.58,1.74,0.88,13.4,26.11,11.67,11.81,0,0,27824,77.6,1.17,38.37,28.73,7.86,14.58,32943,12053,12102,3629,17417,9258,9347,14994,2095,10.4,12.88,27.39,11.57,7.09,62.32,35.89,19.46,24.25,18.43,9.48,25.02,12.78,11.25,3.11,73.92,72.94,80.47,79.58,61.19,72.45,398,2.37,1082,5.73,10.35,13.4,25.32,0.3,0.55,0.71,1.34,81.13,1.43,4.32,3.21,2.63,2.8,2.34,67.51,1.95,47.68,3,671,91.94,63.49,1.34,44.56,1960,4.12,0.31,80300,94400,118000,37700,313,406,475,162,454,28.5,24.4,13.8,9,0,5.31,62.9,52.98,82.03,85.78,,,,,,,,,,,,,,,,,,49.5,413.2,0.74,,,,,0,,0,0,0,0,3,14.43,4,19.23,175,841.51,486,2336.99,30,144.26,0,0,33.66,3322.75,36.60372,-92.275785
SaddleBrooktownship,NJ,3,65340,13296,2.72,1.06,95.63,2.65,3.4,10.42,24.41,10.71,15.79,13296,100,46082,82.98,0.82,57.86,30.69,4.91,19.05,51305,19070,18925,19009,15472,27917,10221,16213,495,3.77,8.18,22.79,19.2,5.56,62.97,16.86,19.04,10.69,26.45,5.7,29.1,7.56,6.68,3.12,85.13,82.07,95.11,89.55,46.75,63.53,41,0.45,1360,8.38,14.63,18.68,23.53,0.86,1.5,1.91,2.41,83.58,1.02,4.89,3.72,2.69,2.87,2.17,79.5,1.31,37.07,3,139,97.24,74.56,4.32,31.65,1954,0,0.28,172600,193300,227200,54600,601,687,812,211,743,24.8,22.6,14.2,0,0,10.23,64.79,66.93,86.09,93.19,,,,,,,,,,,,,,,,,,2.8,4712.2,4.4,,,,,0,,0,0,2,14.41,7,50.43,3,21.61,45,324.18,350,2521.43,74,533.1,1,7.2,86.45,3385.92,39.11363941832461,-93.19917073350784
Newportcity,RI,5,49960,28227,2.52,8.08,88.65,1.41,2.8,15.96,33.02,18.56,11.59,28227,100,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,17118,10426,11969,10783,7817,9853,3228,12.47,5.93,15.88,32.16,5.96,65.27,7.95,28.65,5.71,31.79,9.91,42.44,14.25,12.17,3,64.32,62.75,66.67,61.27,49.97,63.93,873,4.64,1473,20.37,25.12,31.64,37.14,1.06,1.31,1.65,1.94,92.04,0.93,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,91,378.47,83,345.2,49500,205872.59,544,378.5,96.34,92.31,6.59,1.1,0,7.69,7,6,169.2,8.2,3432.9,2.08,21,3692047,91.21,0,7.69,153553.8,1,4.16,16,66.54,49,203.79,219,910.83,499,2075.36,1479,6151.22,84,349.36,43,178.84,1185.33,8754.78,46.744116260000006,-89.1843653
Pawtucketcity,RI,7,54640,72644,2.45,3.59,89.25,0.65,7.17,12.3,27.25,12.76,14.64,72644,100,26541,75.26,0.38,36.94,31.21,8.73,15.54,33679,12865,13432,8317,9445,7873,8015,8388,7632,10.59,16.58,38.37,13.06,7.98,63.08,34.24,18.49,24.48,18.51,9.85,32.3,12.85,11.47,3.06,68.65,66.06,75.72,74.32,66.15,75.63,1923,3.56,12868,11.7,20.31,27.7,34.73,2.07,3.6,4.91,6.15,71.6,7.46,4.17,2.73,2.42,2.67,2.22,50.5,2.86,57.32,2,1904,93.98,45.84,3.52,38.08,1941,5,0.77,93100,112500,132700,39600,263,374,460,197,437,25.8,22.7,14.4,8,1,17.71,63.63,58.07,88.05,89.06,145,211.63,135,197.03,75000,109461.9,517.2,211.6,89.94,99.31,0.69,0,0,0.69,16,8,69,9.1,8027,3.18,75,5500000,93.1,5,11.03,80272,2,2.92,29,42.33,117,170.76,166,242.28,1227,1790.8,1898,2770.12,768,1120.89,14,20.43,458.28,5702.23,43.884336,-91.1716378
Corningcity,NY,101,18256,11938,2.26,2.06,96.36,1.06,0.66,12.58,25.86,12.58,16.98,0,0,24127,68.15,0.53,45.97,37.43,8.93,24.67,31923,13736,13811,14198,6438,10742,2369,10940,1611,13.69,7.98,21.56,21.13,6.84,54.29,35.05,24.53,15.4,30.28,11.51,28.68,14.58,13.21,2.92,67.1,67.44,72.7,72.64,59.6,68.78,310,3.14,489,10.43,19.22,19.22,23.52,0.43,0.79,0.79,0.96,93.97,0.31,3.01,1.8,2.23,2.44,1.99,58.92,0.93,47.39,3,305,94.54,53.84,0.66,33.77,1939,4.68,0.27,37900,50000,71400,33500,234,310,380,146,356,26.6,17.3,13.4,0,0,4.1,74.62,55.27,81.51,90.47,,,,,,,,,,,,,,,,,,3.2,3710.2,0.89,,,,,0,,0,0,5,42.44,6,50.93,54,458.33,104,882.7,576,4888.81,22,186.73,,,551.69,,40.94317065,-76.14266625
Zanesvillecity,OH,119,88084,26778,2.48,10.76,88.29,0.2,0.4,13.4,25.87,12.63,14.72,0,0,17658,65.57,0.41,29.65,36.76,16.41,19.11,22055,9504,9763,7457,9726,9219,6091,8483,6779,25.86,11.21,37.81,9.44,13.05,49.14,26.09,24.5,26.21,19.8,13.41,27.12,17.11,15.49,3.07,59.15,56.94,60.14,70.43,58.59,64.19,942,3.9,213,12.21,12.21,12.21,24.88,0.1,0.1,0.1,0.2,97.52,0.38,5.53,3.58,2.42,2.47,2.36,57.46,2.21,56.69,2,951,91.92,56.35,4.21,58.15,1941,11.3,0.67,23900,34600,47900,24000,151,224,285,134,289,28.7,17,12.8,7,0,0.8,88.78,53.66,89.75,96.22,,,,,,,,,,,,,,,,,,10.8,2482.6,1.28,,,,,0,,3,11.03,14,51.45,40,147,156,573.32,228,837.93,977,3590.59,108,396.91,48,176.41,782.8,5001.84,32.165385,-106.679733
Ketteringcity,OH,113,40040,60569,2.32,0.72,97.78,1.23,0.79,10.72,23.89,10.91,15.44,60569,100,34506,76.97,0.59,54.85,29.14,3.36,22.5,41338,18988,19042,16387,6448,18226,13448,21477,2502,4.17,4.09,13.22,28.58,3.09,64.02,21.08,26.46,10.15,36.06,8.77,24.71,12.36,10.69,2.87,78.34,77.9,88.61,79.64,60.65,70.13,377,0.83,1833,14.57,19.75,27.17,30.28,0.44,0.6,0.82,0.92,95.67,0.44,2.33,1.55,2.3,2.51,1.89,71.98,0.81,39.52,3,998,96.32,65.93,0.9,17.03,1958,0.9,0.17,60800,77900,101700,40900,297,381,472,175,453,23.3,16.8,11.7,0,0,3.03,66.96,55.35,83.94,91.46,,,,,,,,,,,,,,,,,,19.3,3134.5,1.84,,,,,0,,0,0,14,23.48,44,73.8,22,36.9,405,679.33,1906,3197.02,173,290.18,19,31.87,134.19,4198.4,37.763091625,-85.0541466
